"id","parametre_id","nom","alteration_id","nom","valeur","libelle","borne_inf_incluse","borne_sup_incluse","borne_inf","borne_sup","unite_mesure_code","libelle","norme"
"10734","1130","Carbofuran","17","PEST","2","Vert","t","f","0.0015","0.014999999999999999","133","microgramme par litre","SEQ"
"10735","1130","Carbofuran","17","PEST","3","Jaune","t","f","0.014999999999999999","0.14999999999999999","133","microgramme par litre","SEQ"
"10736","1130","Carbofuran","17","PEST","4","Orange","t","f","0.14999999999999999","2","133","microgramme par litre","SEQ"
"10737","1130","Carbofuran","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10738","1464","Chlorfenvinphos","17","PEST","1","Bleu","t","f","\N","0.00029999999999999997","133","microgramme par litre","SEQ"
"10739","1464","Chlorfenvinphos","17","PEST","2","Vert","t","f","0.00029999999999999997","0.0030000000000000001","133","microgramme par litre","SEQ"
"10740","1464","Chlorfenvinphos","17","PEST","3","Jaune","t","f","0.0030000000000000001","0.029999999999999999","133","microgramme par litre","SEQ"
"10741","1464","Chlorfenvinphos","17","PEST","4","Orange","t","f","0.029999999999999999","2","133","microgramme par litre","SEQ"
"10742","1464","Chlorfenvinphos","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10743","1473","Chlorothalonil","17","PEST","1","Bleu","t","f","\N","0.00040000000000000002","133","microgramme par litre","SEQ"
"10744","1473","Chlorothalonil","17","PEST","2","Vert","t","f","0.00040000000000000002","0.0040000000000000001","133","microgramme par litre","SEQ"
"10745","1473","Chlorothalonil","17","PEST","3","Jaune","t","f","0.0040000000000000001","0.040000000000000001","133","microgramme par litre","SEQ"
"10746","1473","Chlorothalonil","17","PEST","4","Orange","t","f","0.040000000000000001","2","133","microgramme par litre","SEQ"
"10747","1473","Chlorothalonil","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10748","1083","Chlorpyriphos-éthyl","17","PEST","1","Bleu","t","f","\N","5.0000000000000002e-05","133","microgramme par litre","SEQ"
"10749","1083","Chlorpyriphos-éthyl","17","PEST","2","Vert","t","f","5.0000000000000002e-05","0.00050000000000000001","133","microgramme par litre","SEQ"
"10750","1083","Chlorpyriphos-éthyl","17","PEST","3","Jaune","t","f","0.00050000000000000001","0.0050000000000000001","133","microgramme par litre","SEQ"
"10751","1083","Chlorpyriphos-éthyl","17","PEST","4","Orange","t","f","0.0050000000000000001","0.050000000000000003","133","microgramme par litre","SEQ"
"10752","1083","Chlorpyriphos-éthyl","17","PEST","5","Rouge","t","f","0.050000000000000003","\N","133","microgramme par litre","SEQ"
"10753","1139","Cymoxanil","17","PEST","1","Bleu","t","f","\N","0.0060000000000000001","133","microgramme par litre","SEQ"
"10754","1139","Cymoxanil","17","PEST","2","Vert","t","f","0.0060000000000000001","0.059999999999999998","133","microgramme par litre","SEQ"
"10755","1139","Cymoxanil","17","PEST","3","Jaune","t","f","0.059999999999999998","0.59999999999999998","133","microgramme par litre","SEQ"
"10756","1139","Cymoxanil","17","PEST","4","Orange","t","f","0.59999999999999998","2","133","microgramme par litre","SEQ"
"10757","1139","Cymoxanil","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10758","1359","Cyprodinil","17","PEST","1","Bleu","t","f","\N","0.01","133","microgramme par litre","SEQ"
"10759","1359","Cyprodinil","17","PEST","2","Vert","t","f","0.01","0.10000000000000001","133","microgramme par litre","SEQ"
"10760","1359","Cyprodinil","17","PEST","3","Jaune","t","f","0.10000000000000001","1","133","microgramme par litre","SEQ"
"10761","1359","Cyprodinil","17","PEST","4","Orange","t","f","1","2","133","microgramme par litre","SEQ"
"10762","1359","Cyprodinil","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10763","1143","DDD 24'","17","PEST","1","Bleu","t","f","\N","0.00059999999999999995","133","microgramme par litre","SEQ"
"10764","1143","DDD 24'","17","PEST","2","Vert","t","f","0.00059999999999999995","0.0060000000000000001","133","microgramme par litre","SEQ"
"10765","1143","DDD 24'","17","PEST","3","Jaune","t","f","0.0060000000000000001","0.059999999999999998","133","microgramme par litre","SEQ"
"10766","1143","DDD 24'","17","PEST","4","Orange","t","f","0.059999999999999998","0.59999999999999998","133","microgramme par litre","SEQ"
"10767","1143","DDD 24'","17","PEST","5","Rouge","t","f","0.59999999999999998","\N","133","microgramme par litre","SEQ"
"10768","1144","DDD 44'","17","PEST","1","Bleu","t","f","\N","0.00059999999999999995","133","microgramme par litre","SEQ"
"10769","1144","DDD 44'","17","PEST","2","Vert","t","f","0.00059999999999999995","0.0060000000000000001","133","microgramme par litre","SEQ"
"10770","1144","DDD 44'","17","PEST","3","Jaune","t","f","0.0060000000000000001","0.059999999999999998","133","microgramme par litre","SEQ"
"10771","1144","DDD 44'","17","PEST","4","Orange","t","f","0.059999999999999998","0.59999999999999998","133","microgramme par litre","SEQ"
"10772","1144","DDD 44'","17","PEST","5","Rouge","t","f","0.59999999999999998","\N","133","microgramme par litre","SEQ"
"10773","1145","DDE 24'","17","PEST","1","Bleu","t","f","\N","0.029999999999999999","133","microgramme par litre","SEQ"
"10774","1145","DDE 24'","17","PEST","2","Vert","t","f","0.029999999999999999","0.29999999999999999","133","microgramme par litre","SEQ"
"10775","1145","DDE 24'","17","PEST","3","Jaune","t","f","0.29999999999999999","1.6000000000000001","133","microgramme par litre","SEQ"
"10776","1145","DDE 24'","17","PEST","4","Orange","t","f","1.6000000000000001","2","133","microgramme par litre","SEQ"
"10777","1145","DDE 24'","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10778","1146","DDE 44'","17","PEST","1","Bleu","t","f","\N","0.029999999999999999","133","microgramme par litre","SEQ"
"10779","1146","DDE 44'","17","PEST","2","Vert","t","f","0.029999999999999999","0.29999999999999999","133","microgramme par litre","SEQ"
"10780","1146","DDE 44'","17","PEST","3","Jaune","t","f","0.29999999999999999","1.6000000000000001","133","microgramme par litre","SEQ"
"10781","1146","DDE 44'","17","PEST","4","Orange","t","f","1.6000000000000001","2","133","microgramme par litre","SEQ"
"10782","1146","DDE 44'","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10783","1147","DDT 24'","17","PEST","1","Bleu","t","f","\N","0.00020000000000000001","133","microgramme par litre","SEQ"
"10784","1147","DDT 24'","17","PEST","2","Vert","t","f","0.00020000000000000001","0.002","133","microgramme par litre","SEQ"
"10785","1147","DDT 24'","17","PEST","3","Jaune","t","f","0.002","0.02","133","microgramme par litre","SEQ"
"10786","1147","DDT 24'","17","PEST","4","Orange","t","f","0.02","0.20000000000000001","133","microgramme par litre","SEQ"
"10787","1147","DDT 24'","17","PEST","5","Rouge","t","f","0.20000000000000001","\N","133","microgramme par litre","SEQ"
"10788","1148","DDT 44'","17","PEST","1","Bleu","t","f","\N","0.00020000000000000001","133","microgramme par litre","SEQ"
"10789","1148","DDT 44'","17","PEST","2","Vert","t","f","0.00020000000000000001","0.002","133","microgramme par litre","SEQ"
"10790","1148","DDT 44'","17","PEST","3","Jaune","t","f","0.002","0.02","133","microgramme par litre","SEQ"
"10791","1148","DDT 44'","17","PEST","4","Orange","t","f","0.02","0.20000000000000001","133","microgramme par litre","SEQ"
"10792","1148","DDT 44'","17","PEST","5","Rouge","t","f","0.20000000000000001","\N","133","microgramme par litre","SEQ"
"10793","1149","Deltaméthrine","17","PEST","1","Bleu","t","f","\N","2.0000000000000002e-05","133","microgramme par litre","SEQ"
"10794","1149","Deltaméthrine","17","PEST","2","Vert","t","f","2.0000000000000002e-05","0.00020000000000000001","133","microgramme par litre","SEQ"
"10795","1149","Deltaméthrine","17","PEST","3","Jaune","t","f","0.00020000000000000001","0.002","133","microgramme par litre","SEQ"
"10796","1149","Deltaméthrine","17","PEST","4","Orange","t","f","0.002","0.02","133","microgramme par litre","SEQ"
"10797","1149","Deltaméthrine","17","PEST","5","Rouge","t","f","0.02","\N","133","microgramme par litre","SEQ"
"10798","1480","Dicamba","17","PEST","1","Bleu","t","f","\N","0.10000000000000001","133","microgramme par litre","SEQ"
"10799","1480","Dicamba","17","PEST","2","Vert","t","f","0.10000000000000001","0.69999999999999996","133","microgramme par litre","SEQ"
"10800","1480","Dicamba","17","PEST","3","Jaune","t","f","0.69999999999999996","1.3999999999999999","133","microgramme par litre","SEQ"
"10801","1480","Dicamba","17","PEST","4","Orange","t","f","1.3999999999999999","2","133","microgramme par litre","SEQ"
"10802","1480","Dicamba","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10803","1169","Dichlorprop","17","PEST","1","Bleu","t","f","\N","0.050000000000000003","133","microgramme par litre","SEQ"
"10804","1169","Dichlorprop","17","PEST","2","Vert","t","f","0.050000000000000003","0.5","133","microgramme par litre","SEQ"
"10805","1169","Dichlorprop","17","PEST","3","Jaune","t","f","0.5","1.2","133","microgramme par litre","SEQ"
"10806","1169","Dichlorprop","17","PEST","4","Orange","t","f","1.2","2","133","microgramme par litre","SEQ"
"10807","1169","Dichlorprop","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10808","1173","Dieldrine","17","PEST","1","Bleu","t","f","\N","0.00050000000000000001","133","microgramme par litre","SEQ"
"10809","1173","Dieldrine","17","PEST","2","Vert","t","f","0.00050000000000000001","0.0050000000000000001","133","microgramme par litre","SEQ"
"10810","1173","Dieldrine","17","PEST","3","Jaune","t","f","0.0050000000000000001","0.050000000000000003","133","microgramme par litre","SEQ"
"10811","1173","Dieldrine","17","PEST","4","Orange","t","f","0.050000000000000003","0.5","133","microgramme par litre","SEQ"
"10812","1173","Dieldrine","17","PEST","5","Rouge","t","f","0.5","\N","133","microgramme par litre","SEQ"
"10813","1176","Dinoterbe","17","PEST","1","Bleu","t","f","\N","0.00029999999999999997","133","microgramme par litre","SEQ"
"10814","1176","Dinoterbe","17","PEST","2","Vert","t","f","0.00029999999999999997","0.0030000000000000001","133","microgramme par litre","SEQ"
"10815","1176","Dinoterbe","17","PEST","3","Jaune","t","f","0.0030000000000000001","0.029999999999999999","133","microgramme par litre","SEQ"
"10816","1176","Dinoterbe","17","PEST","4","Orange","t","f","0.029999999999999999","0.29999999999999999","133","microgramme par litre","SEQ"
"10817","1176","Dinoterbe","17","PEST","5","Rouge","t","f","0.29999999999999999","\N","133","microgramme par litre","SEQ"
"10818","1699","Diquat","17","PEST","1","Bleu","t","f","\N","0.02","133","microgramme par litre","SEQ"
"10819","1699","Diquat","17","PEST","2","Vert","t","f","0.02","0.20000000000000001","133","microgramme par litre","SEQ"
"10820","1699","Diquat","17","PEST","3","Jaune","t","f","0.20000000000000001","1","133","microgramme par litre","SEQ"
"10821","1699","Diquat","17","PEST","4","Orange","t","f","1","2","133","microgramme par litre","SEQ"
"10822","1699","Diquat","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10823","1177","Diuron","17","PEST","1","Bleu","t","f","\N","0.02","133","microgramme par litre","SEQ"
"10824","1177","Diuron","17","PEST","2","Vert","t","f","0.02","0.20000000000000001","133","microgramme par litre","SEQ"
"10825","1177","Diuron","17","PEST","3","Jaune","t","f","0.20000000000000001","1","133","microgramme par litre","SEQ"
"10826","1177","Diuron","17","PEST","4","Orange","t","f","1","2","133","microgramme par litre","SEQ"
"10827","1177","Diuron","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10828","1743","Endosulfan","17","PEST","1","Bleu","t","f","\N","0.002","133","microgramme par litre","SEQ"
"10829","1743","Endosulfan","17","PEST","2","Vert","t","f","0.002","0.02","133","microgramme par litre","SEQ"
"10830","1743","Endosulfan","17","PEST","3","Jaune","t","f","0.02","0.20000000000000001","133","microgramme par litre","SEQ"
"10831","1743","Endosulfan","17","PEST","4","Orange","t","f","0.20000000000000001","0.29999999999999999","133","microgramme par litre","SEQ"
"10832","1743","Endosulfan","17","PEST","5","Rouge","t","f","0.29999999999999999","\N","133","microgramme par litre","SEQ"
"10833","1181","Endrine","17","PEST","1","Bleu","t","f","\N","0.00029999999999999997","133","microgramme par litre","SEQ"
"10834","1181","Endrine","17","PEST","2","Vert","t","f","0.00029999999999999997","0.0030000000000000001","133","microgramme par litre","SEQ"
"10835","1181","Endrine","17","PEST","3","Jaune","t","f","0.0030000000000000001","0.029999999999999999","133","microgramme par litre","SEQ"
"10836","1181","Endrine","17","PEST","4","Orange","t","f","0.029999999999999999","0.29999999999999999","133","microgramme par litre","SEQ"
"10837","1181","Endrine","17","PEST","5","Rouge","t","f","0.29999999999999999","\N","133","microgramme par litre","SEQ"
"10838","1184","Ethofumésate","17","PEST","1","Bleu","t","f","\N","0.080000000000000002","133","microgramme par litre","SEQ"
"10839","1184","Ethofumésate","17","PEST","2","Vert","t","f","0.080000000000000002","0.80000000000000004","133","microgramme par litre","SEQ"
"10840","1184","Ethofumésate","17","PEST","3","Jaune","t","f","0.80000000000000004","1.3999999999999999","133","microgramme par litre","SEQ"
"10841","1184","Ethofumésate","17","PEST","4","Orange","t","f","1.3999999999999999","2","133","microgramme par litre","SEQ"
"10842","1184","Ethofumésate","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10843","1700","Fenpropidine","17","PEST","1","Bleu","t","f","\N","0.00059999999999999995","133","microgramme par litre","SEQ"
"10844","1700","Fenpropidine","17","PEST","2","Vert","t","f","0.00059999999999999995","0.0060000000000000001","133","microgramme par litre","SEQ"
"10845","1700","Fenpropidine","17","PEST","3","Jaune","t","f","0.0060000000000000001","0.059999999999999998","133","microgramme par litre","SEQ"
"10846","1700","Fenpropidine","17","PEST","4","Orange","t","f","0.059999999999999998","2","133","microgramme par litre","SEQ"
"10847","1700","Fenpropidine","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10848","1189","Fenpropimorphe","17","PEST","1","Bleu","t","f","\N","0.10000000000000001","133","microgramme par litre","SEQ"
"10849","1189","Fenpropimorphe","17","PEST","2","Vert","t","f","0.10000000000000001","0.69999999999999996","133","microgramme par litre","SEQ"
"10850","1189","Fenpropimorphe","17","PEST","3","Jaune","t","f","0.69999999999999996","1.3999999999999999","133","microgramme par litre","SEQ"
"10851","1189","Fenpropimorphe","17","PEST","4","Orange","t","f","1.3999999999999999","2","133","microgramme par litre","SEQ"
"10852","1189","Fenpropimorphe","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10853","1194","Flusilazole","17","PEST","1","Bleu","t","f","\N","0.10000000000000001","133","microgramme par litre","SEQ"
"10854","1194","Flusilazole","17","PEST","2","Vert","t","f","0.10000000000000001","0.69999999999999996","133","microgramme par litre","SEQ"
"10855","1194","Flusilazole","17","PEST","3","Jaune","t","f","0.69999999999999996","1.3999999999999999","133","microgramme par litre","SEQ"
"10856","1194","Flusilazole","17","PEST","4","Orange","t","f","1.3999999999999999","2","133","microgramme par litre","SEQ"
"10857","1194","Flusilazole","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10858","1192","Folpel","17","PEST","1","Bleu","t","f","\N","0.002","133","microgramme par litre","SEQ"
"10859","1192","Folpel","17","PEST","2","Vert","t","f","0.002","0.02","133","microgramme par litre","SEQ"
"10860","1192","Folpel","17","PEST","3","Jaune","t","f","0.02","0.20000000000000001","133","microgramme par litre","SEQ"
"10861","1192","Folpel","17","PEST","4","Orange","t","f","0.20000000000000001","2","133","microgramme par litre","SEQ"
"10862","1192","Folpel","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10863","1975","fosetyl-aluminium","17","PEST","1","Bleu","t","f","\N","0.10000000000000001","133","microgramme par litre","SEQ"
"10864","1975","fosetyl-aluminium","17","PEST","2","Vert","t","f","0.10000000000000001","0.69999999999999996","133","microgramme par litre","SEQ"
"10865","1975","fosetyl-aluminium","17","PEST","3","Jaune","t","f","0.69999999999999996","1.3999999999999999","133","microgramme par litre","SEQ"
"10866","1975","fosetyl-aluminium","17","PEST","4","Orange","t","f","1.3999999999999999","2","133","microgramme par litre","SEQ"
"10867","1975","fosetyl-aluminium","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10868","1506","Glyphosate","17","PEST","1","Bleu","t","f","\N","0.040000000000000001","133","microgramme par litre","SEQ"
"10869","1506","Glyphosate","17","PEST","2","Vert","t","f","0.040000000000000001","0.40000000000000002","133","microgramme par litre","SEQ"
"10870","1506","Glyphosate","17","PEST","3","Jaune","t","f","0.40000000000000002","1.2","133","microgramme par litre","SEQ"
"10871","1506","Glyphosate","17","PEST","4","Orange","t","f","1.2","2","133","microgramme par litre","SEQ"
"10872","1506","Glyphosate","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10873","1911","Imazaméthabenz-méthyl","17","PEST","1","Bleu","t","f","\N","0.10000000000000001","133","microgramme par litre","SEQ"
"10874","1911","Imazaméthabenz-méthyl","17","PEST","2","Vert","t","f","0.10000000000000001","0.69999999999999996","133","microgramme par litre","SEQ"
"10875","1911","Imazaméthabenz-méthyl","17","PEST","3","Jaune","t","f","0.69999999999999996","1.3999999999999999","133","microgramme par litre","SEQ"
"10876","1911","Imazaméthabenz-méthyl","17","PEST","4","Orange","t","f","1.3999999999999999","2","133","microgramme par litre","SEQ"
"10877","1911","Imazaméthabenz-méthyl","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10878","1205","Ioxynil","17","PEST","1","Bleu","t","f","\N","0.040000000000000001","133","microgramme par litre","SEQ"
"10879","1205","Ioxynil","17","PEST","2","Vert","t","f","0.040000000000000001","0.40000000000000002","133","microgramme par litre","SEQ"
"10880","1205","Ioxynil","17","PEST","3","Jaune","t","f","0.40000000000000002","1.2","133","microgramme par litre","SEQ"
"10881","1205","Ioxynil","17","PEST","4","Orange","t","f","1.2","2","133","microgramme par litre","SEQ"
"10882","1205","Ioxynil","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10883","1206","Iprodione","17","PEST","1","Bleu","t","f","\N","0.02","133","microgramme par litre","SEQ"
"10884","1206","Iprodione","17","PEST","2","Vert","t","f","0.02","0.20000000000000001","133","microgramme par litre","SEQ"
"10885","1206","Iprodione","17","PEST","3","Jaune","t","f","0.20000000000000001","1","133","microgramme par litre","SEQ"
"10886","1206","Iprodione","17","PEST","4","Orange","t","f","1","2","133","microgramme par litre","SEQ"
"10887","1206","Iprodione","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10888","1207","Isodrine","17","PEST","1","Bleu","t","f","\N","0.00029999999999999997","133","microgramme par litre","SEQ"
"10889","1207","Isodrine","17","PEST","2","Vert","t","f","0.00029999999999999997","0.0030000000000000001","133","microgramme par litre","SEQ"
"10890","1207","Isodrine","17","PEST","3","Jaune","t","f","0.0030000000000000001","0.029999999999999999","133","microgramme par litre","SEQ"
"10891","1207","Isodrine","17","PEST","4","Orange","t","f","0.029999999999999999","2","133","microgramme par litre","SEQ"
"10892","1207","Isodrine","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10893","1208","Isoproturon","17","PEST","1","Bleu","t","f","\N","0.02","133","microgramme par litre","SEQ"
"10894","1208","Isoproturon","17","PEST","2","Vert","t","f","0.02","0.20000000000000001","133","microgramme par litre","SEQ"
"10895","1208","Isoproturon","17","PEST","3","Jaune","t","f","0.20000000000000001","1","133","microgramme par litre","SEQ"
"10896","1208","Isoproturon","17","PEST","4","Orange","t","f","1","2","133","microgramme par litre","SEQ"
"10897","1208","Isoproturon","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10898","1209","Linuron","17","PEST","1","Bleu","t","f","\N","0.050000000000000003","133","microgramme par litre","SEQ"
"10899","1209","Linuron","17","PEST","2","Vert","t","f","0.050000000000000003","0.5","133","microgramme par litre","SEQ"
"10900","1209","Linuron","17","PEST","3","Jaune","t","f","0.5","1.3","133","microgramme par litre","SEQ"
"10901","1209","Linuron","17","PEST","4","Orange","t","f","1.3","2","133","microgramme par litre","SEQ"
"10902","1209","Linuron","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10903","1211","Mancozèbe","17","PEST","1","Bleu","t","f","\N","0.10000000000000001","133","microgramme par litre","SEQ"
"10904","1211","Mancozèbe","17","PEST","2","Vert","t","f","0.10000000000000001","1","133","microgramme par litre","SEQ"
"10905","1211","Mancozèbe","17","PEST","3","Jaune","t","f","1","1.5","133","microgramme par litre","SEQ"
"10906","1211","Mancozèbe","17","PEST","4","Orange","t","f","1.5","2","133","microgramme par litre","SEQ"
"10907","1211","Mancozèbe","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10908","1216","Méthabenzthiazuron","17","PEST","1","Bleu","t","f","\N","0.10000000000000001","133","microgramme par litre","SEQ"
"10909","1216","Méthabenzthiazuron","17","PEST","2","Vert","t","f","0.10000000000000001","0.69999999999999996","133","microgramme par litre","SEQ"
"10910","1216","Méthabenzthiazuron","17","PEST","3","Jaune","t","f","0.69999999999999996","1.3999999999999999","133","microgramme par litre","SEQ"
"10911","1216","Méthabenzthiazuron","17","PEST","4","Orange","t","f","1.3999999999999999","2","133","microgramme par litre","SEQ"
"10912","1216","Méthabenzthiazuron","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10913","1218","Méthomyl","17","PEST","1","Bleu","t","f","\N","0.029999999999999999","133","microgramme par litre","SEQ"
"10914","1218","Méthomyl","17","PEST","2","Vert","t","f","0.029999999999999999","0.29999999999999999","133","microgramme par litre","SEQ"
"10915","1218","Méthomyl","17","PEST","3","Jaune","t","f","0.29999999999999999","1.1000000000000001","133","microgramme par litre","SEQ"
"10916","1218","Méthomyl","17","PEST","4","Orange","t","f","1.1000000000000001","2","133","microgramme par litre","SEQ"
"10917","1218","Méthomyl","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10918","1221","Métolachlore","17","PEST","1","Bleu","t","f","\N","0.10000000000000001","133","microgramme par litre","SEQ"
"10919","1221","Métolachlore","17","PEST","2","Vert","t","f","0.10000000000000001","0.69999999999999996","133","microgramme par litre","SEQ"
"10920","1221","Métolachlore","17","PEST","3","Jaune","t","f","0.69999999999999996","1.3999999999999999","133","microgramme par litre","SEQ"
"10921","1221","Métolachlore","17","PEST","4","Orange","t","f","1.3999999999999999","2","133","microgramme par litre","SEQ"
"10922","1221","Métolachlore","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10923","1669","Norflurazone","17","PEST","1","Bleu","t","f","\N","0.01","133","microgramme par litre","SEQ"
"10924","1669","Norflurazone","17","PEST","2","Vert","t","f","0.01","0.10000000000000001","133","microgramme par litre","SEQ"
"10925","1669","Norflurazone","17","PEST","3","Jaune","t","f","0.10000000000000001","1.2","133","microgramme par litre","SEQ"
"10926","1669","Norflurazone","17","PEST","4","Orange","t","f","1.2","2","133","microgramme par litre","SEQ"
"10927","1669","Norflurazone","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10928","1666","Oxadixyl","17","PEST","1","Bleu","t","f","\N","0.10000000000000001","133","microgramme par litre","SEQ"
"10929","1666","Oxadixyl","17","PEST","2","Vert","t","f","0.10000000000000001","0.69999999999999996","133","microgramme par litre","SEQ"
"10930","1666","Oxadixyl","17","PEST","3","Jaune","t","f","0.69999999999999996","1.3999999999999999","133","microgramme par litre","SEQ"
"10931","1666","Oxadixyl","17","PEST","4","Orange","t","f","1.3999999999999999","2","133","microgramme par litre","SEQ"
"10932","1666","Oxadixyl","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10933","1231","Oxydéméton-méthyl","17","PEST","1","Bleu","t","f","\N","0.0030000000000000001","133","microgramme par litre","SEQ"
"10934","1231","Oxydéméton-méthyl","17","PEST","2","Vert","t","f","0.0030000000000000001","0.029999999999999999","133","microgramme par litre","SEQ"
"10935","1231","Oxydéméton-méthyl","17","PEST","3","Jaune","t","f","0.029999999999999999","0.29999999999999999","133","microgramme par litre","SEQ"
"10936","1231","Oxydéméton-méthyl","17","PEST","4","Orange","t","f","0.29999999999999999","2","133","microgramme par litre","SEQ"
"10937","1231","Oxydéméton-méthyl","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10938","1522","Paraquat","17","PEST","1","Bleu","t","f","\N","0.10000000000000001","133","microgramme par litre","SEQ"
"10939","1522","Paraquat","17","PEST","2","Vert","t","f","0.10000000000000001","0.69999999999999996","133","microgramme par litre","SEQ"
"10940","1522","Paraquat","17","PEST","3","Jaune","t","f","0.69999999999999996","1.3999999999999999","133","microgramme par litre","SEQ"
"10941","1522","Paraquat","17","PEST","4","Orange","t","f","1.3999999999999999","2","133","microgramme par litre","SEQ"
"10942","1522","Paraquat","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10943","1232","Parathion éthyl","17","PEST","1","Bleu","t","f","\N","3.0000000000000001e-06","133","microgramme par litre","SEQ"
"10944","1232","Parathion éthyl","17","PEST","2","Vert","t","f","3.0000000000000001e-06","3.0000000000000001e-05","133","microgramme par litre","SEQ"
"10945","1232","Parathion éthyl","17","PEST","3","Jaune","t","f","3.0000000000000001e-05","0.00029999999999999997","133","microgramme par litre","SEQ"
"10946","1232","Parathion éthyl","17","PEST","4","Orange","t","f","0.00029999999999999997","0.029999999999999999","133","microgramme par litre","SEQ"
"10947","1232","Parathion éthyl","17","PEST","5","Rouge","t","f","0.029999999999999999","\N","133","microgramme par litre","SEQ"
"10948","1233","Parathion méthyl","17","PEST","1","Bleu","t","f","\N","0.00020000000000000001","133","microgramme par litre","SEQ"
"10949","1233","Parathion méthyl","17","PEST","2","Vert","t","f","0.00020000000000000001","0.002","133","microgramme par litre","SEQ"
"10950","1233","Parathion méthyl","17","PEST","3","Jaune","t","f","0.002","0.02","133","microgramme par litre","SEQ"
"10951","1233","Parathion méthyl","17","PEST","4","Orange","t","f","0.02","2","133","microgramme par litre","SEQ"
"10952","1233","Parathion méthyl","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10953","1234","Pendiméthaline","17","PEST","1","Bleu","t","f","\N","0.029999999999999999","133","microgramme par litre","SEQ"
"10954","1234","Pendiméthaline","17","PEST","2","Vert","t","f","0.029999999999999999","0.29999999999999999","133","microgramme par litre","SEQ"
"10955","1234","Pendiméthaline","17","PEST","3","Jaune","t","f","0.29999999999999999","1.1000000000000001","133","microgramme par litre","SEQ"
"10956","1234","Pendiméthaline","17","PEST","4","Orange","t","f","1.1000000000000001","2","133","microgramme par litre","SEQ"
"10957","1234","Pendiméthaline","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10958","1253","Prochloraz","17","PEST","1","Bleu","t","f","\N","0.01","133","microgramme par litre","SEQ"
"10959","1253","Prochloraz","17","PEST","2","Vert","t","f","0.01","0.10000000000000001","133","microgramme par litre","SEQ"
"10960","1253","Prochloraz","17","PEST","3","Jaune","t","f","0.10000000000000001","1","133","microgramme par litre","SEQ"
"10961","1253","Prochloraz","17","PEST","4","Orange","t","f","1","2","133","microgramme par litre","SEQ"
"10962","1253","Prochloraz","17","PEST","5","Rouge","t","f","2","\N","133","microgramme par litre","SEQ"
"10963","1092","Prosulfocarbe","17","PEST","1","Bleu","t","f","\N","0.01","133","microgramme par litre","SEQ"
"10964","1092","Prosulfocarbe","17","PEST","2","Vert","t","f","0.01","0.10000000000000001","133","microgramme par litre","SEQ"
"10965","1092","Prosulfocarbe","17","PEST","3","Jaune","t","f","0.10000000000000001","1","133","microgramme par litre","SEQ"
"10966","1092","Prosulfocarbe","17","PEST","4","Orange","t","f","1","2","133","microgramme par litre","SEQ"
